t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
35,post_drift,cp,0.0125,0.986,0.056360552322833886,0.046,0.0018423524048556334,0.05820290472768903,1.0182584195903993e-05,0.00034555128191430433,0.056360552322833886,0.00025215124175416307,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
36,post_drift,cp,0.012727272727272728,0.985,0.0561567573923875,0.034,0.0017194629413550115,0.05787622033374194,9.066453204635794e-06,0.00032112953337527,0.0561567573923875,0.0002370329962270274,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
37,post_drift,cp,0.012954545454545455,0.995,0.05649697994323811,0.047,0.0018054813275932072,0.05830246127083084,8.325410033386587e-06,0.00032941944474033707,0.05649697994323811,0.0002455256270504089,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
38,post_drift,cp,0.013181818181818182,0.986,0.057126130502288965,0.045,0.001891461933884186,0.05901759243617262,1.0379517559980003e-05,0.0003349309433479503,0.057126130502288965,0.00024234085679153547,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
39,post_drift,cp,0.013409090909090909,0.989,0.05664767790237144,0.043,0.001848862109368357,0.05849654001173929,9.003009257296837e-06,0.0003370289193717598,0.05664767790237144,0.00024970179591393303,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
40,post_drift,cp,0.013636363636363637,0.989,0.05742559317653729,0.043,0.001967989309561641,0.059393582486098426,1.0326984079791384e-05,0.0003437386907994065,0.05742559317653729,0.00025012057228610734,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
41,post_drift,cp,0.013863636363636364,0.984,0.058105990476607736,0.05,0.0020740104298199017,0.060180000906427125,1.1105834276579375e-05,0.00034731678047333165,0.058105990476607736,0.00024876819608370127,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
42,post_drift,cp,0.014090909090909091,0.986,0.05822491116418596,0.065,0.0020542332157757323,0.06027914437996113,1.1154061508244834e-05,0.00033862555222341105,0.05822491116418596,0.00024065104647958378,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
43,post_drift,cp,0.014318181818181818,0.984,0.05852952360500161,0.064,0.0022343746004763886,0.06076389820547749,1.3044203860733988e-05,0.0003737431540938932,0.05852952360500161,0.00026317843164714444,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
44,post_drift,cp,0.014545454545454545,0.982,0.05930880161088689,0.066,0.0024239252058386963,0.06173272681672511,1.4584464258629944e-05,0.0003934016061951681,0.05930880161088689,0.00027421690542026424,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
45,post_drift,cp,0.014772727272727272,0.988,0.0588445574425765,0.059,0.002188317866237003,0.0610328753088129,1.0741360255567576e-05,0.0003484114452695559,0.0588445574425765,0.00025054973823821327,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
46,post_drift,cp,0.015,0.989,0.05913443366768316,0.065,0.0022679633306516398,0.0614023969983342,1.1599550463293781e-05,0.00035770383361895947,0.05913443366768316,0.00025444297788739965,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
47,post_drift,cp,0.015227272727272728,0.981,0.059880986357446785,0.076,0.0024419040473294194,0.0623228904047756,1.3327244159506987e-05,0.0003737118927207091,0.059880986357446785,0.00026047447096053415,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
48,post_drift,cp,0.015454545454545453,0.981,0.05842230558351228,0.063,0.002244354261049421,0.06066665984456112,1.462499373394435e-05,0.0003833607133560779,0.05842230558351228,0.0002661294945375727,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
49,post_drift,cp,0.015681818181818182,0.971,0.05974301523181081,0.08,0.002573409840036544,0.062316425071846794,1.6359945031032816e-05,0.000414760766694625,0.05974301523181081,0.00028365266939987853,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
50,post_drift,cp,0.015909090909090907,0.97,0.060187903840971446,0.085,0.002655054776271328,0.0628429586172423,1.645062075712659e-05,0.0004165156036876252,0.060187903840971446,0.0002843068650342827,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
51,post_drift,cp,0.016136363636363636,0.975,0.06045024982035128,0.077,0.002575507557147778,0.06302575737749844,1.5801703055687747e-05,0.0003878171703038105,0.06045024982035128,0.00026356953299510244,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
52,post_drift,cp,0.016363636363636365,0.983,0.06036854286860307,0.073,0.002489411428743671,0.06285795429734616,1.2896190887821917e-05,0.00036559226371167455,0.06036854286860307,0.000255323812358738,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
53,post_drift,cp,0.01659090909090909,0.995,0.06094500733652626,0.067,0.002605586278927324,0.063550593615453,1.5396869191141425e-05,0.0003756365606024945,0.06094500733652626,0.0002565098777902418,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
54,post_drift,cp,0.01681818181818182,0.995,0.06150156741049277,0.089,0.002835916218826703,0.06433748362931892,1.564289705401074e-05,0.00040520770516900423,0.06150156741049277,0.00027778037484533624,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
55,post_drift,cp,0.017045454545454544,0.992,0.06280456317439204,0.099,0.0030567402387578005,0.06586130341314943,1.7183683003795348e-05,0.00040108899950519385,0.06280456317439204,0.00026738840037774086,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
56,post_drift,cp,0.017272727272727273,0.993,0.06251146817822618,0.108,0.003037034265580779,0.06554850244380644,1.6984434487188902e-05,0.00040930464643179013,0.06251146817822618,0.00027483070537097625,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
57,post_drift,cp,0.0175,0.99,0.06163936812810614,0.102,0.002947492187903814,0.06458686031600945,1.9710537112884686e-05,0.0004315925628564808,0.06163936812810614,0.00028475844429280434,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
58,post_drift,cp,0.017727272727272727,0.993,0.06284181501025742,0.11,0.0030962729661128748,0.06593808797636976,1.7709364251348386e-05,0.00040901064708489827,0.06284181501025742,0.000271538387433449,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
59,post_drift,cp,0.017954545454545456,0.985,0.06392549308646955,0.115,0.0033804439541335577,0.06730593704060266,2.2032632763807614e-05,0.0004319847912162729,0.06392549308646955,0.00027615884620043815,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
60,post_drift,cp,0.01818181818181818,0.992,0.06323374446014786,0.112,0.0032787506880396443,0.06651249514818708,1.8915019944093053e-05,0.0004345605149098991,0.06323374446014786,0.00028851417405868947,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
61,post_drift,cp,0.01840909090909091,0.99,0.06346205889639393,0.121,0.0033257130181348175,0.06678777191452837,2.0610303684703687e-05,0.00043815185655222706,0.06346205889639393,0.00028536611182755807,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
62,post_drift,cp,0.01863636363636364,0.986,0.0645633845467946,0.121,0.0035026440988182965,0.06806602864561241,2.144608031415725e-05,0.0004271784981081366,0.0645633845467946,0.00027319604046308933,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
63,post_drift,cp,0.018863636363636364,0.988,0.06399977043456649,0.128,0.003465854885798803,0.06746562532036482,2.17643667959022e-05,0.0004458418239603251,0.06399977043456649,0.0002874173316660131,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
64,post_drift,cp,0.019090909090909092,0.987,0.06527920645304376,0.137,0.003738796482699464,0.0690180029357429,2.250098117540651e-05,0.00044476841131195054,0.06527920645304376,0.0002833848981719832,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
65,post_drift,cp,0.019318181818181818,0.994,0.06489684245665674,0.134,0.0036122584460457625,0.06850910090270214,1.9924532729284264e-05,0.0004307100671937505,0.06489684245665674,0.0002798990335451685,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
66,post_drift,cp,0.019545454545454546,0.983,0.06517382225113255,0.14,0.003783217740883846,0.06895703999201604,2.3564042396272108e-05,0.0004625206467584542,0.06517382225113255,0.00029467581637212213,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
67,post_drift,cp,0.019772727272727275,0.987,0.06480386670453434,0.125,0.0035926717004105095,0.06839653840494442,2.1639492414730567e-05,0.0004356403284903705,0.06480386670453434,0.0002800968303209904,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
68,post_drift,cp,0.02,0.985,0.06551615771772935,0.147,0.003863691204330653,0.0693798489220595,2.47388522253244e-05,0.0004650888042358192,0.06551615771772935,0.0002927748709579221,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
1,pre_drift,normal,0.01,0.61,0.023769698663992526,0.39,4.62203150571684e-05,0.02381591897904969,2.7249647548024027e-07,0.0004699780978133088,0.023769698663992526,0.00046423855026405596,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
2,pre_drift,normal,0.01,0.65,0.02492960109308575,0.35,2.321064118362823e-05,0.02495281173426938,7.787887796230715e-08,0.0004343268985809584,0.02492960109308575,0.00043171490860088434,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
3,pre_drift,normal,0.01,0.618,0.024244690541089013,0.382,5.143219341641719e-05,0.024296122734505432,2.4507060552843456e-07,0.0004728576805372762,0.024244690541089013,0.00046670286566904626,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
4,pre_drift,normal,0.01,0.636,0.0258713197828673,0.364,4.164316259978387e-05,0.025912962945467084,1.4749092782417521e-07,0.0005027325546729715,0.0258713197828673,0.0004980910991818574,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
5,pre_drift,normal,0.01,0.626,0.02453286304177489,0.374,4.8725770581748765e-05,0.024581588812356638,3.1769891848300586e-07,0.00047264389558744765,0.02453286304177489,0.00046654217039481416,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
6,pre_drift,normal,0.01,0.639,0.025444440991936074,0.361,7.009750611426099e-05,0.025514538498050326,3.9688019423134043e-07,0.0004907651010673004,0.025444440991936074,0.00048228757794740367,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
7,pre_drift,normal,0.01,0.632,0.02549157162785788,0.368,7.145742142173036e-05,0.02556302904927961,3.159538962399861e-07,0.0005112366618947024,0.02549157162785788,0.0005029581697028684,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
8,pre_drift,normal,0.01,0.628,0.024925143348109014,0.372,6.166839060509705e-05,0.02498681173871411,2.1876627368383514e-07,0.0004988186885756503,0.024925143348109014,0.0004918234147781973,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
9,pre_drift,normal,0.01,0.651,0.02497721462657773,0.349,3.0494216475681178e-05,0.025007708843053412,1.3053818362300086e-07,0.0004378134531867774,0.02497721462657773,0.00043427034784669237,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
10,pre_drift,normal,0.01,0.665,0.026076254616405777,0.335,5.051944448099435e-05,0.02612677406088677,2.0226004985896894e-07,0.0004669621473834527,0.026076254616405777,0.00046125671203283824,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
11,pre_drift,normal,0.01,0.623,0.024962163124446008,0.377,4.73340313026793e-05,0.025009497155748683,1.9749832505198262e-07,0.0004976818555138899,0.024962163124446008,0.0004921989581090783,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
12,pre_drift,normal,0.01,0.629,0.024864230445969512,0.371,5.760205246295925e-05,0.024921832498432467,3.7234230606799563e-07,0.00048324293624909685,0.024864230445969512,0.00047607106439008496,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
13,pre_drift,normal,0.01,0.65,0.025041231911737415,0.35,3.9849488700538286e-05,0.025081081400437955,2.628979541379469e-07,0.0004401623346816434,0.025041231911737415,0.00043520960509642976,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
14,pre_drift,normal,0.01,0.644,0.025170844997377373,0.356,5.03184771709063e-05,0.025221163474548277,3.200778843361379e-07,0.0004646954281442154,0.025170844997377373,0.00045848898965475187,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
15,pre_drift,normal,0.01,0.623,0.024975049240560623,0.377,6.285916257407846e-05,0.0250379084031347,4.5674984274588866e-07,0.0004955462395898974,0.024975049240560623,0.00048757075705871953,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
16,pre_drift,normal,0.01,0.632,0.024702960440881612,0.368,4.0050456010626345e-05,0.024743010896892237,1.4508432750968225e-07,0.0004706364871037697,0.024702960440881612,0.00046606612691828015,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
17,pre_drift,normal,0.01,0.624,0.024506867894649627,0.376,4.642128236725646e-05,0.02455328917701688,1.546802881963041e-07,0.0004842742677255646,0.024506867894649627,0.00047901211759880365,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
18,pre_drift,normal,0.01,0.652,0.026019768853313373,0.348,5.760205246295925e-05,0.02607737090577633,3.7234230606799563e-07,0.00048808620200951056,0.026019768853313373,0.0004810474529184241,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
19,pre_drift,normal,0.01,0.642,0.025535865894482243,0.358,5.143219341641719e-05,0.025587298087898655,2.450706055284345e-07,0.0004866883292522599,0.025535865894482243,0.00048066633034504964,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
20,pre_drift,normal,0.01,0.646,0.02552959397638638,0.354,5.393764894099756e-05,0.025583531625327373,2.9024693227234273e-07,0.0004749697269182553,0.02552959397638638,0.0004685193784610039,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
21,pre_drift,normal,0.01,0.65,0.025560945758595396,0.35,5.1911183760063825e-05,0.025612856942355457,3.2245177676071157e-07,0.0004718379533064038,0.025560945758595396,0.0004655051354533324,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
22,pre_drift,normal,0.01,0.649,0.025247275063317205,0.351,4.506136705978708e-05,0.025292336430376993,2.3553849213017812e-07,0.00045337684111081155,0.025247275063317205,0.0004479917413758881,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
23,pre_drift,normal,0.01,0.648,0.025445901935037717,0.352,8.443186541667874e-05,0.025530333800454393,4.174955432093514e-07,0.0004894951301712044,0.025445901935037717,0.0004795245221471509,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
24,pre_drift,normal,0.01,0.617,0.024358952122804724,0.383,4.32358691889414e-05,0.024402187991993663,1.4989245471010976e-07,0.00048409954586274995,0.024358952122804724,0.00047916263642994595,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
25,post_drift,normal,0.010227272727272727,0.638,0.024983087083858317,0.362,3.276688071857339e-05,0.025015853964576888,9.25642290293119e-08,0.0004624514706264883,0.024983087083858317,0.0004588366497297276,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
26,post_drift,normal,0.010454545454545454,0.653,0.026400655533464195,0.347,6.329292116585467e-05,0.026463948454630046,4.2216806340209246e-07,0.0004969239125976367,0.026400655533464195,0.000489179875801782,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
27,post_drift,normal,0.010681818181818181,0.671,0.026808025086392837,0.329,5.78030197730473e-05,0.026865828106165883,2.5452154406975816e-07,0.0004850965729193735,0.026808025086392837,0.00047855881670583677,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
28,post_drift,normal,0.01090909090909091,0.657,0.02647893888394203,0.343,5.302490000557472e-05,0.026531963783947607,2.474409503066029e-07,0.0004993421562996462,0.02647893888394203,0.0004932544558361777,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
29,post_drift,normal,0.011136363636363637,0.681,0.027797845259845765,0.319,6.0988432951362356e-05,0.027858833692797125,2.592165727690702e-07,0.0004989049114985283,0.027797845259845765,0.0004921646122973496,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
30,post_drift,normal,0.011363636363636364,0.678,0.027804465182805497,0.322,5.5297564248466936e-05,0.027859762747053964,2.0936458635526142e-07,0.0005028610660962585,0.027804465182805497,0.0004968547902226516,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
31,post_drift,normal,0.011590909090909091,0.672,0.02732395449286929,0.328,6.417384612967741e-05,0.027388128338998965,2.6389130775414916e-07,0.0005037755015088697,0.02732395449286929,0.000496657427637323,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
32,post_drift,normal,0.011818181818181818,0.709,0.02977646570654151,0.291,9.196163977069016e-05,0.0298684273463122,4.633779711071099e-07,0.0005279132596836264,0.02977646570654151,0.0005178582974384765,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
33,post_drift,normal,0.012045454545454545,0.722,0.03111339805682971,0.278,0.00011374741737073241,0.03122714547420044,7.433197946491664e-07,0.0005464111896954621,0.03111339805682971,0.0005337156860466031,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
34,post_drift,normal,0.012272727272727274,0.699,0.029047200636534928,0.301,9.514705294900522e-05,0.02914234768948393,4.678553811698353e-07,0.0005243202674294036,0.029047200636534928,0.0005138223812279653,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
35,post_drift,normal,0.0125,0.718,0.030885949171214004,0.282,0.00017181505239706796,0.031057764223611065,1.2689391790088042e-06,0.0005644874575609856,0.030885949171214004,0.0005445638469824032,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
36,post_drift,normal,0.012727272727272728,0.723,0.030607847438280312,0.277,0.00015802463171441346,0.030765872069994725,1.202816102004007e-06,0.0005307296602712493,0.030607847438280312,0.0005121027018964318,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
37,post_drift,normal,0.012954545454545455,0.723,0.031105226194475585,0.277,0.00010331155320488091,0.031208537747680464,3.6112106787353994e-07,0.0005454038612576586,0.031105226194475585,0.00053497041246007,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
38,post_drift,normal,0.013181818181818182,0.745,0.03206067871818264,0.255,0.00018219325358533495,0.03224287197176798,1.427872459830985e-06,0.0005407561388733892,0.03206067871818264,0.0005197006311008989,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
39,post_drift,normal,0.013409090909090909,0.72,0.03126927315723019,0.28,0.0001372557981121654,0.03140652895534234,7.738352886701881e-07,0.0005563873354817866,0.03126927315723019,0.0005414173434895679,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
40,post_drift,normal,0.013636363636363637,0.742,0.03243093084286656,0.262,0.00016847390366053527,0.0325994047465271,1.494758007323029e-06,0.0005574069980627577,0.03243093084286656,0.0005375243028582462,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
41,post_drift,normal,0.013863636363636364,0.767,0.03348700635135615,0.237,0.00019536866489037137,0.033682375016246525,1.4086645807015114e-06,0.0005522525005150331,0.03348700635135615,0.000530655591851106,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
42,post_drift,normal,0.014090909090909091,0.783,0.033741800481311895,0.219,0.00019553780822885932,0.033937338289540764,1.0897328132153156e-06,0.0005331353472224098,0.033741800481311895,0.0005128183662724878,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
43,post_drift,normal,0.014318181818181818,0.763,0.03406890521795444,0.238,0.00023728256522518172,0.034306187783179634,2.0821124247123167e-06,0.0005864817131467877,0.03406890521795444,0.0005593864182774344,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
44,post_drift,normal,0.014545454545454545,0.767,0.03513188334008775,0.237,0.00027156806649283004,0.03540345140658058,2.958130283246026e-06,0.0006125577050898022,0.03513188334008775,0.0005803754487181572,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
45,post_drift,normal,0.014772727272727272,0.775,0.03453344326230197,0.227,0.00017459983128812333,0.03470804309359009,9.812349513898294e-07,0.0005535970888977692,0.03453344326230197,0.0005357198482739758,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
46,post_drift,normal,0.015,0.782,0.03498105647278922,0.222,0.00019080492021325714,0.035171861393002476,1.195908918752866e-06,0.000561997535904739,0.03498105647278922,0.0005422067168055912,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
47,post_drift,normal,0.015227272727272728,0.796,0.03605521961629769,0.208,0.0002538516423171534,0.03630907125861483,1.5998886751408089e-06,0.0005760541990643671,0.03605521961629769,0.0005501254742080936,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
48,post_drift,normal,0.015454545454545453,0.761,0.03388017302992492,0.247,0.0002959514780705049,0.03417612450799544,3.0954436983636536e-06,0.0005976664309864411,0.03388017302992492,0.000561866549868276,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
49,post_drift,normal,0.015681818181818182,0.776,0.03575876213269804,0.23,0.0003548879306133097,0.03611365006331133,3.0028246284606676e-06,0.0006344918302808589,0.03575876213269804,0.0005952287666143811,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
50,post_drift,normal,0.015909090909090907,0.784,0.036417300973451666,0.218,0.00035069830238226087,0.03676799927583391,2.877231475546715e-06,0.000634224463857188,0.036417300973451666,0.0005963604365141432,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
51,post_drift,normal,0.016136363636363636,0.806,0.03686452054984758,0.199,0.00033388500539645706,0.03719840555524404,3.0263150279467217e-06,0.0005865797755222617,0.03686452054984758,0.0005497686955491085,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
52,post_drift,normal,0.016363636363636365,0.806,0.03676358363121439,0.198,0.00023769178514388995,0.037001275416358274,1.4991942943738814e-06,0.0005627606831176144,0.03676358363121439,0.0005388378154195734,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
53,post_drift,normal,0.01659090909090909,0.812,0.0375305272582961,0.191,0.0003136624012621503,0.037844189659558235,3.4817150499262084e-06,0.000571255189292147,0.0375305272582961,0.0005353217500420318,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
54,post_drift,normal,0.01681818181818182,0.802,0.03824065662407934,0.203,0.0003490171114574888,0.03858967373553681,2.3096031565248753e-06,0.0006174653921051185,0.03824065662407934,0.000582775710509024,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
55,post_drift,normal,0.017045454545454544,0.841,0.04024519494228874,0.166,0.00038430155514799656,0.04062949649743671,2.861104397645605e-06,0.0005907496729839988,0.04024519494228874,0.0005530255481708008,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
56,post_drift,normal,0.017272727272727273,0.829,0.03978295171196512,0.178,0.00038023651733877484,0.04016318822930387,2.4898952062249036e-06,0.0006084616868698954,0.03978295171196512,0.0005719822414810376,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
57,post_drift,normal,0.0175,0.813,0.03852926896441739,0.192,0.0004514820828724828,0.03898075104728985,4.414784614147549e-06,0.0006375166571052115,0.03852926896441739,0.0005881588967982206,68,24,100,0.01,0.01,1000,0.95,0.050000000000000044,Small Sample,100,0.01
